Cement,Water,Coarse,Fine,Strength
-3.7587e-02,4.4102e-01,-6.2447e-02,1.0275e+00,-1.4665e+00
9.0297e-01,-2.5760e+00,-1.5536e+00,2.7325e+00,1.4671e+00
-4.3108e-01,5.8156e-01,-6.2447e-02,1.3895e+00,-1.7602e+00
9.1256e-01,1.5466e+00,3.9429e-01,-1.4073e-01,-2.2855e-01
-1.0616e+00,1.9272e-01,6.9149e-01,-6.1628e-01,-6.0335e-01
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,1.7133e+00
8.9625e-01,4.0354e-01,5.1908e-01,-5.4014e-01,1.9731e-01
-9.4935e-01,-5.3343e-01,1.1135e+00,8.7679e-02,-1.7091e+00
-9.5511e-01,-5.6154e-01,1.0646e+00,5.1482e-02,5.7631e-01
7.4941e-01,-1.2924e+00,-3.9696e-01,3.4105e-01,-1.5036e-03
-2.7752e-01,1.5993e-01,1.7774e+00,1.2887e-01,-1.3253e+00
-1.0415e+00,-1.1612e+00,4.3031e-01,1.0325e+00,1.1442e-01
1.3828e+00,-1.3158e+00,-1.5536e+00,1.4157e+00,-1.4265e-01
-1.1413e+00,-1.3053e-01,-1.7337e+00,-4.0285e-01,-1.2103e-01
4.8068e-01,4.8786e-01,6.7090e-01,5.9069e-01,-1.1013e+00
-1.2277e+00,8.6265e-01,3.7499e-01,-1.1193e+00,-5.3547e-01
1.1141e+00,1.9272e-01,8.7161e-01,-4.9147e-01,-6.2017e-01
-4.1093e-01,1.9272e-01,1.8777e+00,1.9502e-01,-1.0929e+00
-4.9155e-01,6.3778e-01,7.1078e-01,-2.0065e-01,-6.7482e-01
7.8396e-01,-7.8172e-01,-3.6222e-01,-2.2311e-01,-2.8533e-02
-3.7587e-02,4.4102e-01,-3.4549e-01,-1.3440e+00,4.6820e-01
-1.2373e+00,-6.3649e-01,-3.7122e-01,-9.8199e-01,3.4535e-02
-1.1163e+00,6.4194e-04,6.4903e-01,-5.5887e-01,-1.0658e+00
1.3828e+00,-1.4142e+00,-4.7415e-01,3.7475e-01,3.1532e-02
-1.2277e+00,-1.6801e-01,-1.3619e+00,6.2813e-01,-5.7332e-01
1.5844e+00,-9.1758e-01,-7.5313e-02,-7.6980e-01,1.0580e+00
-1.4196e+00,4.8786e-01,-5.8480e-01,8.1785e-01,-4.7481e-01
9.1019e-02,-6.3181e-01,-1.4993e-01,1.1399e+00,-6.2169e-02
2.0235e-01,1.0032e+00,1.4747e-02,5.4076e-01,-5.4268e-01
1.8051e+00,-2.0513e+00,-1.5536e+00,8.3408e-01,2.0977e+00
1.5628e-01,-3.1793e-01,6.4260e-01,-2.5182e-01,1.2592e+00
-2.4873e-01,4.8786e-01,-1.0685e+00,2.1384e+00,-1.0226e+00
-2.0170e-01,-5.1469e-01,-4.7801e-01,-1.3449e-01,8.4060e-01
-2.9480e-01,1.0266e+00,6.1064e-02,-9.9322e-01,7.1174e-02
-2.8328e-01,5.3003e-01,9.1020e-01,-2.4183e-01,2.6278e-01
-5.6161e-01,3.6137e-01,-7.4026e-02,1.2060e+00,-6.8023e-01
5.5746e-01,7.2211e-01,-6.2447e-02,9.1423e-02,-5.2466e-01
-1.2901e+00,9.5166e-01,-1.4519e+00,6.9678e-01,-9.4812e-01
2.4031e+00,-1.8639e+00,-1.5536e+00,1.4981e+00,3.3185e-01
4.9987e-01,-6.8334e-01,2.9779e-01,-1.5187e+00,6.9104e-01
-1.7171e+00,4.8786e-01,-1.1046e+00,2.1010e+00,-1.8743e+00
-1.2661e+00,6.1545e-02,-2.5029e-01,8.2686e-02,-7.3609e-01
9.5095e-01,2.1744e+00,-5.2561e-01,-1.2940e+00,1.0526e+00
-1.4292e+00,-1.2116e-01,-1.3619e+00,-4.7025e-01,-1.4866e-01
-1.4292e+00,-1.2585e-01,-1.3632e+00,-4.7524e-01,-1.4806e-01
